accession_no,author,cdli_id,collection,credits,date_of_origin,dates_referenced,designation,display_name,dynastic_seat,excavation_no,exemplars,findspot_square,genre,id_composite,language,material,museum_no,object_type,period,pleiades_id,popular_name,primary_publication,provenience,publication_date,publication_history,ruler,script,script_remarks,script_type,seal_id,subgenre,subgenre_remarks,text_remarks,year_name_eponym
"","","P463380","Arkeoloji Müzeleri, Istanbul, Turkey","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005796/."," ca. 1263-1234","","Shalmaneser I 08","RIAo Shalmaneser I 08","Assyria","","Ist EȘEM 06878 (Ass 00984)","","Royal Inscription","Q005796","Akkadian","stone","","tablet","Middle Assyrian","893945","RIMA 1 A.0.77.8","Shalmaneser I 08","Ashur","","","Shalmaneser I ","Middle Assyrian","inscribed","Cuneiform","","Shalmaneser I","","",""
"","","P463381","British Museum, London, UK","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005797/."," ca. 1263-1234","","Shalmaneser I 09","RIAo Shalmaneser I 09","Assyria","","BM 115691 (Ass 18601)","","Royal Inscription","Q005797","Akkadian","stone","","tablet","Middle Assyrian","893945","RIMA 1 A.0.77.9","Shalmaneser I 09","Ashur","","","Shalmaneser I ","Middle Assyrian","inscribed","Cuneiform","","Shalmaneser I","","",""
"","","P463382","Vorderasiatisches Museum, Berlin, Germany","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005798/."," ca. 1263-1234","","Shalmaneser I 10","RIAo Shalmaneser I 10","Assyria","","VA 08852 (Ass 13081); VA - (Ass 07450b)","","Royal Inscription","Q005798","Akkadian","stone","","tablet","Middle Assyrian","893945","RIMA 1 A.0.77.10","Shalmaneser I 10","Ashur","","","Shalmaneser I ","Middle Assyrian","inscribed","Cuneiform","","Shalmaneser I","","",""
"","","P463383","","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005799/."," ca. 1263-1234","","Shalmaneser I 11","RIAo Shalmaneser I 11","Assyria","","Ass 06097","","Royal Inscription","Q005799","Akkadian","stone","","bored stone object","Middle Assyrian","893945","RIMA 1 A.0.77.11","Shalmaneser I 11","Ashur","","","Shalmaneser I ","Middle Assyrian","inscribed","Cuneiform","","Shalmaneser I","","",""
"","","P463384","","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005800/."," ca. 1263-1234","","Shalmaneser I 12","RIAo Shalmaneser I 12","Assyria","","Ass 14697","","Royal Inscription","Q005800","Akkadian","stone","","tablet","Middle Assyrian","893945","RIMA 1 A.0.77.12","Shalmaneser I 12","Ashur","","","Shalmaneser I ","Middle Assyrian","inscribed","Cuneiform","","Shalmaneser I","","",""
"","","P463385","Arkeoloji Müzeleri, Istanbul, Turkey","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005801/."," ca. 1263-1234","","Shalmaneser I 13","RIAo Shalmaneser I 13","Assyria","","Ist A 00096 (Ass 13001)","","Royal Inscription","Q005801","Akkadian","clay","","tablet","Middle Assyrian","893945","RIMA 1 A.0.77.13","Shalmaneser I 13","Ashur","","","Shalmaneser I ","Middle Assyrian","inscribed","Cuneiform","","Shalmaneser I","","",""
"","","P463386","Arkeoloji Müzeleri, Istanbul, Turkey ","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005802/."," ca. 1263-1234","","Shalmaneser I 14","RIAo Shalmaneser I 14","Assyria","","Ist A - (Ass 01860)","","Royal Inscription","Q005802","Akkadian","stone","","tablet","Middle Assyrian","893945","RIMA 1 A.0.77.14","Shalmaneser I 14","Ashur","","","Shalmaneser I ","Middle Assyrian","inscribed","Cuneiform","","Shalmaneser I","","",""
"","","P463387","","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005803/."," ca. 1263-1234","","Shalmaneser I 15","RIAo Shalmaneser I 15","Assyria","","VA - (Ass 05339)","","Royal Inscription","Q005803","Akkadian","stone","","slab","Middle Assyrian","893945","RIMA 1 A.0.77.15","Shalmaneser I 15","Ashur","","","Shalmaneser I ","Middle Assyrian","inscribed","Cuneiform","","Shalmaneser I","","",""
"","","P463388","Arkeoloji Müzeleri, Istanbul, Turkey","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005804/."," ca. 1263-1234","","Shalmaneser I 16","RIAo Shalmaneser I 16","Assyria","","Ist EȘEM 09512 (Ass 17313)","","Royal Inscription","Q005804","Akkadian","stone","","slab","Middle Assyrian","893945","RIMA 1 A.0.77.16","Shalmaneser I 16","Ashur","","","Shalmaneser I ","Middle Assyrian","inscribed","Cuneiform","","Shalmaneser I","","",""
"","","P463389","British Museum, London, UK","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005805/."," ca. 1263-1234","","Shalmaneser I 17","RIAo Shalmaneser I 17","Assyria","","BM 123446 (1856-09-09, 0181 + 1932-12-10, 0389); BM 123456 (1932-12-10, 0399); 1856-09-09, 0187; BM 123473 + BM 128341 (1932-12-10, 0416 + 1932-12-10, 0598); Sm 2115; 1856-09-09, 0164; BM 122673 + BM 122674; 1930-05-08, 0106 + 1930-05-08, 0107); BM 122666 (1930-05-08, 0099); BM 139290 (1932-12-10, 0744); BM 121137 (1929-10-12, 0146); BM 123511 (1932-12-10, 0454); BM 128367 (1932-12-10, 0624); BM 122677 (1930-05-08, 0110); BM 122670 (1930-05-08, 0103); BM 128185 (1929-10-12, 0841); BM 128208 (1929-10-12, 0864); BM 122669 (1930-05-08, 0102); BM 128203 (1929-10-12, 0859); BM 128388 (1932-12-10, 0645); K 14921","","Royal Inscription","Q005805","Akkadian","clay","","cone","Middle Assyrian","893945","RIMA 1 A.0.77.17","Shalmaneser I 17","Ashur","","","Shalmaneser I ","Middle Assyrian","inscribed","Cuneiform","","Shalmaneser I","","",""
"","","P463390","British Museum, London, UK","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005806/."," ca. 1263-1234","","Shalmaneser I 18","RIAo Shalmaneser I 18","Assyria","","BM 128337 (1932-12-10, 0594); Rm 2, 606; BM 123455 (1932-12-10, 0398); Sm 2125; BM 123459 (1932-12-10, 0402)","","Royal Inscription","Q005806","Akkadian","clay","","cone","Middle Assyrian","874621","RIMA 1 A.0.77.18","Shalmaneser I 18","Nineveh","","","Shalmaneser I ","Middle Assyrian","inscribed","Cuneiform","","Shalmaneser I","","",""
"","","P463391","British Museum, London, UK","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005807/."," ca. 1263-1234","","Shalmaneser I 19","RIAo Shalmaneser I 19","Assyria","","BM 122664 (1930-05-08, 0097)","","Royal Inscription","Q005807","Akkadian","clay","","cone","Middle Assyrian","874621","RIMA 1 A.0.77.19","Shalmaneser I 19","Nineveh","","","Shalmaneser I ","Middle Assyrian","inscribed","Cuneiform","","Shalmaneser I","","",""
"","","P463392","Arkeoloji Müzeleri, Istanbul, Turkey; Vorderasiatisches Museum, Berlin, Germany","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005808/."," ca. 1263-1234","","Shalmaneser I 20","RIAo Shalmaneser I 20","Assyria","","VA Ass 01861 (Ass 17485); Ass 17856; VA Ass 01857 (Ass 15995); Ist EȘEM 11950 (Ass 17305); VA Ass 01862 (Ass 18036); Ist EȘEM - (Ass 16100); Ist EȘEM - (Ass 17465); VA Ass 01860 (Ass 17483); VA Ass 01859 (Ass 17464); VA Ass 01858 (Ass 17007); Ist EȘEM - (Ass 17463); Ist EȘEM - (Ass 10330); Ass 17984","","Royal Inscription","Q005808","Akkadian","stone","","door socket","Middle Assyrian","893945","RIMA 1 A.0.77.20","Shalmaneser I 20","Ashur","","","Shalmaneser I ","Middle Assyrian","inscribed","Cuneiform","","Shalmaneser I","","",""
"","","P463393","Vorderasiatisches Museum, Berlin, Germany","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005809/."," ca. 1263-1234","","Shalmaneser I 21","RIAo Shalmaneser I 21","Assyria","","VA Ass 01863 (Ass 18282)","","Royal Inscription","Q005809","Akkadian","stone","","door socket","Middle Assyrian","893945","RIMA 1 A.0.77.21","Shalmaneser I 21","Ashur","","","Shalmaneser I ","Middle Assyrian","inscribed","Cuneiform","","Shalmaneser I","","",""
"","","P463394","Vorderasiatisches Museum, Berlin, Germany","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005810/."," ca. 1263-1234","","Shalmaneser I 22","RIAo Shalmaneser I 22","Assyria","","VA 05896 (Ass 07066)","","Royal Inscription","Q005810","Akkadian","uncertain","","mace head","Middle Assyrian","893945","RIMA 1 A.0.77.22","Shalmaneser I 22","Ashur","","","Shalmaneser I ","Middle Assyrian","inscribed","Cuneiform","","Shalmaneser I","","",""
"","","P463395","Arkeoloji Müzeleri, Istanbul, Turkey; Vorderasiatisches Museum, Berlin, Germany","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005811/."," ca. 1263-1234","","Shalmaneser I 23","RIAo Shalmaneser I 23","Assyria","","Ist EȘEM 05197 (Ass 22020); Ass 22020; VA 07877 (Ass 22078); VA 07683 (Ass 22143)","","Royal Inscription","Q005811","Akkadian","metal","","disk","Middle Assyrian","893945","RIMA 1 A.0.77.23","Shalmaneser I 23","Ashur","","","Shalmaneser I ","Middle Assyrian","inscribed","Cuneiform","","Shalmaneser I","","",""
"","","P463396","British Museum, London, UK; Birmingham Museums and Art Gallery, Birmingham, UK","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005812/."," ca. 1263-1234","","Shalmaneser I 24","RIAo Shalmaneser I 24","Assyria","","BM 090300 (DT 379); BCM  0348-079; BCM  0344-079; BCM  0381-079; BM 137441 (Sm 2333); BM 137366 (1979-12-18, 0001); BM 137367 (1979-12-18, 0002); BCM  0341-079; BCM  0342-079; BCM  0343-079; BCM  0345-079; BCM  0346-079; BCM  0369-079; BCM 0860-052; Arch. 79 no. 103; Arch. 79 no. 104; Arch. 79 no. 105; Arch. 79 no. 106; Arch. 79 no. 107; Arch. 79 no. 108; Arch. 79 no. 109; Arch. 79 no. 110; Arch. 79 no. 111; Arch. 79 no. 112; Arch. 79 no. 116","","Royal Inscription","Q005812","Akkadian","clay","","brick","Middle Assyrian","893945","RIMA 1 A.0.77.24","Shalmaneser I 24","Ashur","","","Shalmaneser I ","Middle Assyrian","inscribed","Cuneiform","","Shalmaneser I","","",""
"","","P463397","","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005813/."," ca. 1263-1234","","Shalmaneser I 25","RIAo Shalmaneser I 25","Assyria","","Ass 07221; Ass 16559; Ass 18285","","Royal Inscription","Q005813","Akkadian","clay","","vessel","Middle Assyrian","893945","RIMA 1 A.0.77.25","Shalmaneser I 25","Ashur","","","Shalmaneser I ","Middle Assyrian","inscribed","Cuneiform","","Shalmaneser I","","",""
"","","P463398","Vorderasiatisches Museum, Berlin, Germany","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005814/."," ca. 1263-1234","","Shalmaneser I 26","RIAo Shalmaneser I 26","Assyria","","VA 07268 (Ass 19261b); Ass 18984","","Royal Inscription","Q005814","Akkadian","clay","","vessel","Middle Assyrian","893945","RIMA 1 A.0.77.26","Shalmaneser I 26","Ashur","","","Shalmaneser I ","Middle Assyrian","inscribed","Cuneiform","","Shalmaneser I","","",""
"","","P463399","","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005815/."," ca. 1263-1234","","Shalmaneser I 27","RIAo Shalmaneser I 27","Assyria","","Ass 18537","","Royal Inscription","Q005815","Akkadian","clay","","vessel","Middle Assyrian","893945","RIMA 1 A.0.77.27","Shalmaneser I 27","Ashur","","","Shalmaneser I ","Middle Assyrian","inscribed","Cuneiform","","Shalmaneser I","","",""
"","","P463400","Vorderasiatisches Museum, Berlin, Germany","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005816/."," ca. 1263-1234","","Shalmaneser I 28","RIAo Shalmaneser I 28","Assyria","","VA Ass 04297c (possibly Ass 02859); VA Ass 04297d (Ass 03512a); Ass 03392","","Royal Inscription","Q005816","Akkadian","clay","","brick","Middle Assyrian","893945","RIMA 1 A.0.77.28","Shalmaneser I 28","Ashur","","","Shalmaneser I ","Middle Assyrian","stamped","Cuneiform","","Shalmaneser I","","",""
"","","P463401","British Museum, London, UK","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005817/."," ca. 1263-1234","","Shalmaneser I 29","RIAo Shalmaneser I 29","Assyria","","AAA 19 no. 184; BM 128358 (1932-12-10, 0615); BM 139248 (1932-12-10, 0702); BM 122663 (1930-05-08, 0096); BM 128345 (1932-12-10, 0602); BM 139249 (1932-12-10, 0703); BM 128346 (1932-12-10, 0603); BM 128399 (1932-12-10, 0656); BM 139250 (1932-12-10, 0704); BM 123470 (1932-12-10, 0413); BM 139251 (1932-12-10, 0705); BM 128375 (1932-12-10, 0632); BM 128373 (1932-12-10, 0630); BM 123471 (1932-12-10, 0414); BM 123472 (1932-12-10, 0415); BM 128165 (1929-10-12, 0821); BM 128179 (1929-10-12, 0835); BM 128198 (1929-10-12, 0854)","","Royal Inscription","Q005817","Akkadian","clay","","vessel","Middle Assyrian","874621","RIMA 1 A.0.77.29","Shalmaneser I 29","Nineveh","","","Shalmaneser I ","Middle Assyrian","inscribed","Cuneiform","","Shalmaneser I","","",""
"","","P463402","British Museum, London, UK","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005818/."," ca. 1263-1234","","Shalmaneser I 30","RIAo Shalmaneser I 30","Assyria","","K 08539","","Royal Inscription","Q005818","Akkadian","clay","","cone","Middle Assyrian","874621","RIMA 1 A.0.77.30","Shalmaneser I 30","Nineveh","","","Shalmaneser I ","Middle Assyrian","inscribed","Cuneiform","","Shalmaneser I","","",""
"","","P463403","British Museum, London, UK; Arkeoloji Müzeleri, Istanbul, Turkey; Vorderasiatisches Museum, Berlin, Germany; Birmingham Museums and Art Gallery, Birmingham, UK; Detroit Institute of Arts, Detroit, Michigan, USA","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005819/."," ca. 1263-1234","","Shalmaneser I 31","RIAo Shalmaneser I 31","Assyria","","Ist EȘEM 09398 (Ass 17719a); BM 090231 (1979-12-20, 0138); Ist EȘEM 09241 (Ass 17719b); Ass 17971; VA Ass 03241i (Ass 19464); BM 135861 (1973-04-18, 0001); VA Ass 03241c; VA Ass 03241a (Ass 01911); VA Ass 03240a; BM 137437 (K 08546); BCM  0349-079; VA Ass 03241e (Ass 05776k); VA Ass 03241b (Ass 05776m); VA Ass 03241g (Ass 13149a); Ist EȘEM 09490; VA Ass 03241d; Ist EȘEM 09402 (possibly Ass 01681); Ist EȘEM 09403 (T 024); Ist EȘEM 09454 (Ass 22859); DIA 63.100 ","","Royal Inscription","Q005819","Akkadian","clay","","brick","Middle Assyrian","893945","RIMA 1 A.0.77.31","Shalmaneser I 31","Ashur","","","Shalmaneser I ","Middle Assyrian","inscribed","Cuneiform","","Shalmaneser I","","",""
"","","P463404","British Museum, London, UK; Arkeoloji Müzeleri, Istanbul, Turkey; Vorderasiatisches Museum, Berlin, Germany; Ashmolean Museum, Oxford, UK","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005820/."," ca. 1263-1234","","Shalmaneser I 32","RIAo Shalmaneser I 32","Assyria","","Ist EȘEM 09164; Ist EȘEM -; Ist EȘEM 06641; VA Ass 03239b; BM 090220 (1979-12-20, 0124); Ist EȘEM -; Ist EȘEM 09397; Ist EȘEM 09401; VA Ass 03239a (Ass 18143); Ash 1919-063; Ist EȘEM 06646 (Ass 03515); Ist EȘEM -; Ist EȘEM 09400; VA Ass 03240b","","Royal Inscription","Q005820","Akkadian","clay","","brick","Middle Assyrian","893945","RIMA 1 A.0.77.32","Shalmaneser I 32","Ashur","","","Shalmaneser I ","Middle Assyrian","stamped","Cuneiform","","Shalmaneser I","","",""
"","","P463405","Arkeoloji Müzeleri, Istanbul, Turkey; Vorderasiatisches Museum, Berlin, Germany","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005821/."," ca. 1263-1234","","Shalmaneser I 33","RIAo Shalmaneser I 33","Assyria","","Ist EȘEM 06662; VA Ass 03243 (Ass 08986)","","Royal Inscription","Q005821","Akkadian","clay","","brick","Middle Assyrian","893945","RIMA 1 A.0.77.33","Shalmaneser I 33","Ashur","","","Shalmaneser I ","Middle Assyrian","inscribed, stamped","Cuneiform","","Shalmaneser I","","",""
"","","P463406","Arkeoloji Müzeleri, Istanbul, Turkey; Vorderasiatisches Museum, Berlin, Germany","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005822/."," ca. 1263-1234","","Shalmaneser I 34","RIAo Shalmaneser I 34","Assyria","","VA Ass 04297b; VA Ass 04297a; Ass 08931; Ist EȘEM 09257 (possibly Ass 01692); Ass 01897; Herzfeld, Geschichte der Stadt Samarra p. 271; Ass 00027; VA Ass 03241f (Ass 13149)","","Royal Inscription","Q005822","Akkadian","clay","","brick","Middle Assyrian","893945","RIMA 1 A.0.77.34","Shalmaneser I 34","Ashur","","","Shalmaneser I ","Middle Assyrian","stamped","Cuneiform","","Shalmaneser I","","",""
